rank,event,name,dob,country,time,score,date
19,men's 1500m,Ismael Kipngetich KOMBICH,1985-01-16,KEN,213.31,1198,2010-07-10
20,men's 1500m,Ilham Tanui ÖZBILEN,1990-03-05,KEN,213.67,1193,2010-05-23
21,men's 1500m,Deresse MEKONNEN,1987-10-20,ETH,213.85,1191,2010-06-12
22,men's 1500m,Suleiman Kipses SIMOTWO,1980-04-21,KEN,213.95999,1189,2010-05-23
23,men's 1500m,Thomas LANCASHIRE,1985-07-02,GBR,213.95999,1189,2010-08-27
24,men's 1500m,Demma Daba BIKILA,1989-07-18,ETH,214.06,1188,2010-06-12
25,men's 1500m,Collins CHEBOI,1987-09-25,KEN,214.17,1186,2010-07-08
26,men's 1500m,Carsten SCHLANGEN,1980-12-31,GER,214.19,1186,2010-08-27
27,men's 1500m,Abdelaati IGUIDER,1987-03-25,MAR,214.25,1185,2010-06-06
28,men's 1500m,David TORRENCE,1985-11-26,USA,214.25,1185,2010-08-29
29,men's 1500m,Mohammed SHAWEEN,1986-02-15,KSA,214.45,1182,2010-06-06
30,men's 1500m,Andrew BADDELEY,1982-06-20,GBR,214.5,1181,2010-07-10
31,men's 1500m,Juan VAN DEVENTER,1983-03-26,RSA,214.52,1181,2010-08-29
32,men's 1500m,Mehdi BAALA,1978-08-17,FRA,214.59,1180,2010-08-29
33,men's 1500m,Gideon GATHIMBA,1980-03-09,KEN,214.75,1178,2010-07-08
34,men's 1500m,Anter ZERGUELAINE,1985-01-04,ALG,214.82,1177,2010-06-10
35,men's 1500m,Belal Mansoor ALI,1988-10-17,BRN,214.98,1175,2010-06-06
36,men's 1500m,Bader RASSIOUI,1985-06-08,MAR,215.0,1175,2010-06-06
37,men's 1500m,Diego RUIZ,1982-02-05,ESP,215.04001,1174,2010-06-06
38,men's 1500m,Juan Carlos HIGUERO,1978-08-03,ESP,215.1,1173,2010-06-10
39,men's 1500m,Yoann KOWAL,1987-05-28,FRA,215.14,1173,2010-06-10
40,men's 1500m,Nick WILLIS,1983-04-25,NZL,215.17,1172,2010-09-09
41,men's 1500m,Mahiedine MEKHISSI,1985-03-15,FRA,215.24,1171,2010-06-25
42,men's 1500m,Johan CRONJE,1982-04-13,RSA,215.24,1171,2010-07-08
43,men's 1500m,Collis BIRMINGHAM,1984-12-27,AUS,215.5,1168,2010-08-27
44,men's 1500m,Bethwell BIRGEN,1988-08-06,KEN,215.6,1166,2010-05-24
45,men's 1500m,Álvaro FERNÁNDEZ CEREZO,1981-04-07,ESP,215.74,1164,2010-07-09
46,men's 1500m,Mohamed BENSGHIR,1991-11-16,MAR,215.76,1164,2010-06-06
47,men's 1500m,Boaz Kiplagat LALANG,1989-02-08,KEN,215.8,1164,2010-06-10
48,men's 1500m,Youssef BABA,1979-08-07,MAR,215.85,1163,2010-07-09
49,men's 1500m,Peter VAN DER WESTHUIZEN,1984-12-21,RSA,215.97,1161,2010-07-10
50,men's 1500m,Yassine BENSGHIR,1983-01-03,MAR,215.98,1161,2010-07-09
51,men's 1500m,Mitchell KEALEY,1984-01-28,AUS,216.0,1161,2010-02-27
52,men's 1500m,Abiyote ABINET,1989-05-10,ETH,216.07,1160,2010-06-25
53,men's 1500m,Cornelius NDIWA,1988-12-17,KEN,216.09,1160,2010-06-08
54,men's 1500m,Matt TEGENKAMP,1982-01-19,USA,216.12,1159,2010-06-12
55,men's 1500m,Abubaker Ali KAMAL,1983-11-08,QAT,216.15,1159,2010-04-28
56,men's 1500m,Alan WEBB,1983-01-13,USA,216.20999,1158,2010-09-09
57,men's 1500m,Bouabdellah TAHRI,1978-12-20,FRA,216.29001,1157,2010-08-24
58,men's 1500m,Taylor MILNE,1981-09-14,CAN,216.3,1157,2010-07-09
59,men's 1500m,Mohamed AL GARNI,1992-07-02,QAT,216.32,1156,2010-06-09
60,men's 1500m,Craig HUFFER,1989-10-27,AUS,216.35,1156,2010-07-09
61,men's 1500m,James KANGOGO,1985-11-22,KEN,216.36,1156,2010-05-24
62,men's 1500m,Hillary Kipkorir MAIYO,1993-10-02,KEN,216.42,1155,2010-09-09
63,men's 1500m,Andrew J. ACOSTA,1988-04-13,USA,216.48,1154,2010-07-10
64,men's 1500m,Jeremy ROFF,1983-11-22,AUS,216.79001,1150,2010-02-27
65,men's 1500m,Thomas CHAMNEY,1984-04-16,IRL,216.83,1149,2010-07-09
66,men's 1500m,Russell BROWN,1985-03-06,USA,216.89,1149,2010-05-22
67,men's 1500m,Mohamed MOUSTAOUI,1985-04-02,MAR,216.92,1148,2010-08-14
68,men's 1500m,Moritz WALDMANN,1985-07-23,GER,216.97,1147,2010-07-09
69,men's 1500m,Manuel OLMEDO,1983-05-17,ESP,216.98,1147,2010-06-04
70,men's 1500m,Kamal BOULAHFANE,1976-07-01,ALG,217.0,1147,2010-07-08
71,men's 1500m,Fouad EL KAAM,1988-05-27,MAR,217.06,1146,2010-06-06
72,men's 1500m,Colin MCCOURT,1984-12-11,GBR,217.06,1146,2010-07-10
73,men's 1500m,Raymond Kipchumba CHOGE,1988-01-02,KEN,217.07,1146,2010-05-24
74,men's 1500m,Sadjad MORADI,1983-03-30,IRI,217.09,1146,2010-11-23
75,men's 1500m,Garrett HEATH,1985-11-03,USA,217.12,1145,2010-07-09
76,men's 1500m,Kristof VAN MALDEREN,1983-05-30,BEL,217.13,1145,2010-07-10
77,men's 1500m,Álvaro RODRÍGUEZ,1987-05-25,ESP,217.15,1145,2010-06-09
78,men's 1500m,Emad NOOR,1990-04-21,KSA,217.20999,1144,2010-06-06
79,men's 1500m,Will LEER,1985-04-15,USA,217.26,1144,2010-05-22
80,men's 1500m,Caleb Mwangangi NDIKU,1992-10-09,KEN,217.3,1143,2010-07-22
81,men's 1500m,Oleksandr BORYSYUK,1985-12-09,UKR,217.31,1143,2010-09-09
82,men's 1500m,Shiferaw WOLA,1989-02-23,ETH,217.41,1141,2010-06-05
83,men's 1500m,Jamale AARRASS,1981-11-15,FRA,217.49,1140,2010-06-05
84,men's 1500m,Christoph LOHSE,1983-11-26,GER,217.6,1139,2010-07-10
85,men's 1500m,Markos GENETI,1984-06-07,ETH,217.67,1138,2010-06-12
86,men's 1500m,Reyes ESTÉVEZ,1976-08-02,ESP,217.8,1136,2010-06-09
87,men's 1500m,Haron KEITANY,1983-12-17,KEN,217.87,1135,2010-05-23
88,men's 1500m,Hais WELDAY,1989-10-24,ERI,217.87,1135,2010-06-09
89,men's 1500m,Nick MCCORMICK,1981-09-11,GBR,217.97,1134,2010-07-10
90,men's 1500m,Samir DAHMANI,1991-04-03,FRA,218.01,1133,2010-08-27
91,men's 1500m,Goran NAVA,1981-04-15,SRB,218.04001,1133,2010-09-09
92,men's 1500m,Vickson Naran POLONET,1985-07-02,KEN,218.14,1132,2010-06-26
93,men's 1500m,Gideon Kiage MAGEKA,1993-12-31,KEN,218.16,1131,2010-05-30
94,men's 1500m,Olivier COLLIN,1989-06-01,CAN,218.25,1130,2010-06-05
95,men's 1500m,Shadrack KORIR,1978-12-14,KEN,218.31,1129,2010-07-09
96,men's 1500m,Eliud KIPCHOGE,1984-11-05,KEN,218.36,1129,2010-05-23
97,men's 1500m,Zebene ALEMAYEHU,1992-09-04,ETH,218.39,1128,2010-05-30
98,men's 1500m,Josphat Kiprono MENJO,1979-08-20,KEN,218.4,1128,2010-07-15
99,men's 1500m,Jack BOLAS,1987-11-01,USA,218.47,1127,2010-05-29
100,men's 1500m,Jakub HOLUŠA,1988-02-20,CZE,218.47,1127,2010-06-14
1,men's 1500m,Asbel KIPROP,1989-06-30,KEN,210.45999,1238,2011-09-10
2,men's 1500m,Silas KIPLAGAT,1989-08-20,KEN,210.47,1238,2011-07-22
3,men's 1500m,Nixon Kiplimo CHEPSEBA,1990-12-12,KEN,210.94,1231,2011-09-13
4,men's 1500m,Augustine Kiprono CHOGE,1987-01-21,KEN,211.14,1229,2011-09-11
5,men's 1500m,Ilham Tanui ÖZBILEN,1990-03-05,TUR,211.37,1225,2011-09-13
6,men's 1500m,Abdelaati IGUIDER,1987-03-25,MAR,211.6,1222,2011-09-11
7,men's 1500m,Abubaker KAKI,1989-06-21,SUD,211.76,1220,2011-07-22
8,men's 1500m,Nick WILLIS,1983-04-25,NZL,211.79001,1219,2011-07-22
9,men's 1500m,Mohammed SHAWEEN,1986-02-15,KSA,211.82,1219,2011-05-29
10,men's 1500m,Mohamed MOUSTAOUI,1985-04-02,MAR,211.84,1219,2011-09-11
11,men's 1500m,Haron KEITANY,1983-12-17,KEN,211.86,1218,2011-05-29
12,men's 1500m,Mekonnen GEBREMEDHIN,1988-10-11,ETH,211.9,1218,2011-05-29
13,men's 1500m,Amine LAALOU,1982-05-13,MAR,211.92,1218,2011-06-10
14,men's 1500m,Caleb Mwangangi NDIKU,1992-10-09,KEN,212.02,1216,2011-05-29
15,men's 1500m,Collins CHEBOI,1987-09-25,KEN,212.45,1210,2011-07-22
16,men's 1500m,Daniel Kipchirchir KOMEN,1984-11-27,KEN,212.47,1210,2011-07-16
17,men's 1500m,Deresse MEKONNEN,1987-10-20,ETH,212.9,1204,2011-07-22
18,men's 1500m,Bernard LAGAT,1974-12-12,USA,213.11,1201,2011-07-08
19,men's 1500m,Diego RUIZ,1982-02-05,ESP,213.18,1200,2011-07-22
20,men's 1500m,Jeffrey RISELEY,1986-11-11,AUS,213.42,1197,2011-07-22
21,men's 1500m,Gideon GATHIMBA,1980-03-09,KEN,213.53,1195,2011-09-13
22,men's 1500m,Lopez LOMONG,1985-01-01,USA,213.59,1194,2011-07-22
23,men's 1500m,Florian CARVALHO DE FONSESCO,1989-03-09,FRA,213.6,1194,2011-07-22
24,men's 1500m,Remmy Limo NDIWA,1988-02-03,KEN,213.65,1193,2011-05-06
25,men's 1500m,Leonel MANZANO,1984-09-12,USA,213.66,1193,2011-07-08
26,men's 1500m,Mehdi BAALA,1978-08-17,FRA,213.69,1193,2011-07-22
27,men's 1500m,Yoann KOWAL,1987-05-28,FRA,213.75,1192,2011-07-08
28,men's 1500m,Mahiedine MEKHISSI,1985-03-15,FRA,213.86,1190,2011-06-05
29,men's 1500m,Fouad EL KAAM,1988-05-27,MAR,214.01,1188,2011-06-05
30,men's 1500m,Dawit WOLDE,1991-05-19,ETH,214.13,1187,2011-08-02
31,men's 1500m,Ayanleh SOULEIMAN,1992-12-03,DJI,214.32,1184,2011-12-20
32,men's 1500m,Ismael Kipngetich KOMBICH,1985-01-16,KEN,214.38,1183,2011-05-06
33,men's 1500m,Andrew WHEATING,1987-11-21,USA,214.39,1183,2011-07-08
34,men's 1500m,Taoufik MAKHLOUFI,1988-04-29,ALG,214.4,1183,2011-07-08
35,men's 1500m,Hamza DRIOUCH,1994-11-16,QAT,214.43,1182,2011-12-20
36,men's 1500m,Manuel OLMEDO,1983-05-17,ESP,214.44,1182,2011-07-08
37,men's 1500m,Artur OSTROWSKI,1988-07-10,POL,214.45,1182,2011-09-13
38,men's 1500m,Matthew CENTROWITZ,1989-10-18,USA,214.45999,1182,2011-07-22
39,men's 1500m,Ciaran Ó LIONÁIRD,1988-04-11,IRL,214.45999,1182,2011-08-02
40,men's 1500m,Bethwell BIRGEN,1988-08-06,KEN,214.59,1180,2011-05-15
41,men's 1500m,Zebene ALEMAYEHU,1992-09-04,ETH,214.59,1180,2011-06-25
42,men's 1500m,Mohamed AL GARNI,1992-07-02,QAT,214.61,1180,2011-12-20
43,men's 1500m,Benson SEUREI,1984-03-27,KEN,214.67,1179,2011-06-13
44,men's 1500m,Tarek BOUKENSA,1981-11-19,ALG,214.7,1179,2011-07-08
45,men's 1500m,Soresa FIDA,1993-05-27,ETH,214.72,1178,2011-06-25
46,men's 1500m,Geoffrey Kipkoech RONO,1987-04-21,KEN,215.07,1174,2011-05-15
47,men's 1500m,Yenew ALAMIREW,1990-05-27,ETH,215.09,1173,2011-06-04
48,men's 1500m,Abderrahmane ANOU,1991-01-29,ALG,215.2,1172,2011-07-08
49,men's 1500m,Hillary Kipkorir MAIYO,1993-10-02,KEN,215.43,1169,2011-05-13
50,men's 1500m,Brimin Kiprop KIPRUTO,1985-07-31,KEN,215.52,1167,2011-05-29
51,men's 1500m,Geofrey BARUSEI,1994-01-01,KEN,215.54001,1167,2011-05-13
52,men's 1500m,Francisco Javier ABAD SEBASTIÁN,1981-08-18,ESP,215.55,1167,2011-09-13
53,men's 1500m,Aman WOTE,1984-04-18,ETH,215.61,1166,2011-07-02
54,men's 1500m,Russell BROWN,1985-03-06,USA,215.7,1165,2011-04-15
55,men's 1500m,Tesfaye CHERU,1993-03-02,ETH,215.70999,1165,2011-09-10
56,men's 1500m,Carsten SCHLANGEN,1980-12-31,GER,215.74,1164,2011-07-08
57,men's 1500m,Juan Carlos HIGUERO,1978-08-03,ESP,215.8,1164,2011-07-22
58,men's 1500m,Nathan BRANNEN,1982-09-08,CAN,215.8,1164,2011-08-02
59,men's 1500m,Chris SOLINSKY,1984-12-05,USA,215.89,1162,2011-04-15
60,men's 1500m,David TORRENCE,1985-11-26,USA,215.95,1161,2011-07-29
61,men's 1500m,Imad TOUIL,1989-02-11,ALG,216.05,1160,2011-06-13
62,men's 1500m,Jeroen D'HOEDT,1990-01-10,BEL,216.07,1160,2011-08-02
63,men's 1500m,Otmane BELHARBAZI,1988-11-03,FRA,216.09,1160,2011-07-22
64,men's 1500m,Valentin SMIRNOV,1986-02-13,RUS,216.14,1159,2011-07-24
65,men's 1500m,Jacob ARAPTANY,1992-02-11,UGA,216.15,1159,2011-07-22
66,men's 1500m,James SHANE,1989-12-18,GBR,216.22,1158,2011-07-31
67,men's 1500m,Miles BATTY,1987-06-01,USA,216.25,1157,2011-04-15
68,men's 1500m,Yassine BENSGHIR,1983-01-03,MAR,216.25,1157,2011-06-05
69,men's 1500m,Will LEER,1985-04-15,USA,216.33,1156,2011-07-29
70,men's 1500m,Henok LEGESSE,1988-09-19,ETH,216.45,1155,2011-07-19
71,men's 1500m,Andrew BADDELEY,1982-06-20,GBR,216.47,1154,2011-07-08
72,men's 1500m,Cornelius NDIWA,1988-12-17,KEN,216.51,1154,2011-09-10
73,men's 1500m,Mohamed BENSGHIR,1991-11-16,MAR,216.6,1153,2011-06-25
74,men's 1500m,Ryan GREGSON,1990-04-26,AUS,216.64,1152,2011-06-28
75,men's 1500m,Bartosz NOWICKI,1984-02-26,POL,216.68,1151,2011-06-13
76,men's 1500m,Taylor MILNE,1981-09-14,CAN,216.70999,1151,2011-08-02
77,men's 1500m,Gregory BEUGNET,1987-09-14,FRA,216.70999,1151,2011-08-02
78,men's 1500m,Vyacheslav SOKOLOV,1984-12-15,RUS,216.79001,1150,2011-07-24
79,men's 1500m,Kyle MILLER,1985-05-15,USA,216.82,1150,2011-05-21
80,men's 1500m,Collis BIRMINGHAM,1984-12-27,AUS,216.87,1149,2011-09-10
81,men's 1500m,Stefan EBERHARDT,1985-01-12,GER,216.9,1148,2011-06-13
82,men's 1500m,Eduard VILLANUEVA,1984-12-29,VEN,216.95999,1148,2011-09-01
83,men's 1500m,Nick MCCORMICK,1981-09-11,GBR,217.0,1147,2011-06-28
84,men's 1500m,Andrew BUMBALOUGH,1987-03-14,USA,217.15,1145,2011-05-21
85,men's 1500m,Jordan MCNAMARA,1987-03-07,USA,217.19,1144,2011-07-19
86,men's 1500m,Lander TIJTGAT,1983-04-06,BEL,217.20999,1144,2011-08-02
87,men's 1500m,Mulugeta WENDIMU,1985-01-07,ETH,217.23,1144,2011-06-25
88,men's 1500m,Ben BLANKENSHIP,1988-12-15,USA,217.23,1144,2011-07-09
89,men's 1500m,Álvaro FERNÁNDEZ CEREZO,1981-04-07,ESP,217.24,1144,2011-07-22
90,men's 1500m,Nicholas Kiptanui KEMBOI,1989-12-18,KEN,217.25,1144,2011-06-09
91,men's 1500m,Dmitrijs JURKEVIČS,1987-01-07,LAT,217.35,1142,2011-06-28
92,men's 1500m,Abubaker Ali KAMAL,1983-11-08,QAT,217.38,1142,2011-10-19
93,men's 1500m,Bader RASSIOUI,1985-06-08,MAR,217.4,1142,2011-06-13
94,men's 1500m,Craig MOTTRAM,1980-06-18,AUS,217.53,1140,2011-07-02
95,men's 1500m,Craig MILLER,1987-08-03,USA,217.56,1139,2011-05-25
96,men's 1500m,Geoff MARTINSON,1986-03-26,CAN,217.56,1139,2011-07-01
97,men's 1500m,Merihun CRESPI,1988-12-15,ITA,217.67,1138,2011-09-28
98,men's 1500m,Dorian ULREY,1987-07-11,USA,217.68,1138,2011-07-19
99,men's 1500m,Vickson Naran POLONET,1985-07-02,KEN,217.74,1137,2011-06-13
100,men's 1500m,Jamale AARRASS,1981-11-15,FRA,217.77,1137,2011-07-09
1,men's 1500m,Asbel KIPROP,1989-06-30,KEN,208.88,1261,2012-07-20
2,men's 1500m,Silas KIPLAGAT,1989-08-20,KEN,209.63,1250,2012-05-11
3,men's 1500m,Nixon Kiplimo CHEPSEBA,1990-12-12,KEN,209.77,1248,2012-07-20
4,men's 1500m,Ayanleh SOULEIMAN,1992-12-03,DJI,210.31,1240,2012-05-27
5,men's 1500m,Nick WILLIS,1983-04-25,NZL,210.35,1240,2012-07-20
6,men's 1500m,Taoufik MAKHLOUFI,1988-04-29,ALG,210.8,1233,2012-07-20
7,men's 1500m,Bethwell BIRGEN,1988-08-06,KEN,211.0,1231,2012-07-20
8,men's 1500m,Mekonnen GEBREMEDHIN,1988-10-11,ETH,211.45,1224,2012-05-27
9,men's 1500m,Benson SEUREI,1984-03-27,KEN,211.61,1222,2012-07-20
10,men's 1500m,Matthew CENTROWITZ,1989-10-18,USA,211.95999,1217,2012-08-23
11,men's 1500m,Collins CHEBOI,1987-09-25,KEN,212.08,1215,2012-07-20
12,men's 1500m,Caleb Mwangangi NDIKU,1992-10-09,KEN,212.39,1211,2012-08-23
13,men's 1500m,Daniel Kipchirchir KOMEN,1984-11-27,KEN,212.98,1203,2012-09-07
14,men's 1500m,James Kiplagat MAGUT,1990-07-20,KEN,213.31,1198,2012-09-04
15,men's 1500m,Ilham Tanui ÖZBILEN,1990-03-05,TUR,213.32,1198,2012-05-11
16,men's 1500m,Geofrey BARUSEI,1994-01-01,KEN,213.39,1197,2012-05-27
17,men's 1500m,Carsten SCHLANGEN,1980-12-31,GER,213.64,1193,2012-07-06
18,men's 1500m,Hamza DRIOUCH,1994-11-16,QAT,213.69,1193,2012-05-11
19,men's 1500m,Elijah Kipchirchir KIPTOO,1986-06-09,KEN,213.81,1191,2012-05-11
20,men's 1500m,Dawit WOLDE,1991-05-19,ETH,213.82,1191,2012-05-27
21,men's 1500m,Gideon GATHIMBA,1980-03-09,KEN,213.83,1191,2012-08-23
22,men's 1500m,Ryan GREGSON,1990-04-26,AUS,213.92,1190,2012-05-11
23,men's 1500m,Abdelaati IGUIDER,1987-03-25,MAR,213.99,1189,2012-08-05
24,men's 1500m,Leonel MANZANO,1984-09-12,USA,214.08,1187,2012-08-23
25,men's 1500m,Álvaro RODRÍGUEZ,1987-05-25,ESP,214.1,1187,2012-05-27
26,men's 1500m,Russell BROWN,1985-03-06,USA,214.11,1187,2012-05-11
27,men's 1500m,Emad NOOR,1990-04-21,KSA,214.19,1186,2012-07-06
28,men's 1500m,Nathan BRANNEN,1982-09-08,CAN,214.22,1185,2012-05-27
29,men's 1500m,Abubaker KAKI,1989-06-21,SUD,214.34,1184,2012-05-11
30,men's 1500m,Yassine BENSGHIR,1983-01-03,MAR,214.5,1181,2012-07-05
31,men's 1500m,Mohammed Ayoub TIOUALI,1991-05-26,MAR,214.52,1181,2012-07-06
32,men's 1500m,Teshome DIRIRSA,1994-04-25,ETH,214.55,1181,2012-06-11
33,men's 1500m,Bader RASSIOUI,1985-06-08,MAR,214.55,1181,2012-07-06
34,men's 1500m,Florian ORTH,1989-07-24,GER,214.56,1181,2012-09-02
35,men's 1500m,German FERNANDEZ,1990-11-02,USA,214.6,1180,2012-09-02
36,men's 1500m,Bernard LAGAT,1974-12-12,USA,214.63,1180,2012-06-09
37,men's 1500m,Mo FARAH,1983-03-23,GBR,214.66,1179,2012-05-18
38,men's 1500m,Galen RUPP,1986-05-08,USA,214.75,1178,2012-05-18
39,men's 1500m,Ross MURRAY,1990-10-08,GBR,214.76,1178,2012-05-27
40,men's 1500m,David BUSTOS,1990-08-25,ESP,214.77,1178,2012-06-07
41,men's 1500m,Robby ANDREWS,1991-03-29,USA,214.78,1178,2012-05-18
42,men's 1500m,Jamale AARRASS,1981-11-15,FRA,214.85,1177,2012-05-18
43,men's 1500m,Abednego CHESEBE,1982-06-20,KEN,215.02,1174,2012-06-15
44,men's 1500m,Mauris Surel CASTILLO,1984-10-19,CUB,215.03,1174,2012-06-07
45,men's 1500m,Yoann KOWAL,1987-05-28,FRA,215.03,1174,2012-07-20
46,men's 1500m,Zebene ALEMAYEHU,1992-09-04,ETH,215.11,1173,2012-07-06
47,men's 1500m,Diego RUIZ,1982-02-05,ESP,215.16,1172,2012-06-07
48,men's 1500m,Andrew BADDELEY,1982-06-20,GBR,215.19,1172,2012-04-29
49,men's 1500m,Benjamin CHERUIYOT,null,KEN,215.2,1172,2012-07-06
50,men's 1500m,Jeff SEE,1986-06-06,USA,215.20999,1172,2012-06-16
51,men's 1500m,Soresa FIDA,1993-05-27,ETH,215.22,1172,2012-07-06
52,men's 1500m,James KANGOGO,1985-11-22,KEN,215.25,1171,2012-05-25
53,men's 1500m,Johan CRONJE,1982-04-13,RSA,215.33,1170,2012-05-25
54,men's 1500m,Aman WOTE,1984-04-18,ETH,215.38,1169,2012-05-27
55,men's 1500m,Belal Mansoor ALI,1988-10-17,BRN,215.4,1169,2012-08-05
56,men's 1500m,David TORRENCE,1985-11-26,USA,215.41,1169,2012-05-18
57,men's 1500m,Henrik INGEBRIGTSEN,1991-02-24,NOR,215.43,1169,2012-08-07
58,men's 1500m,Vincent Kiprotich MUTAI,1994-11-03,KEN,215.45,1168,2012-05-25
59,men's 1500m,Mohamed MOUSTAOUI,1985-04-02,MAR,215.45999,1168,2012-07-04
60,men's 1500m,Juan VAN DEVENTER,1983-03-26,RSA,215.52,1167,2012-06-11
61,men's 1500m,Kyle MERBER,1990-11-19,USA,215.59,1166,2012-05-14
62,men's 1500m,Abderrahmane ANOU,1991-01-29,ALG,215.62,1166,2012-06-30
63,men's 1500m,Jordan MCNAMARA,1987-03-07,USA,215.63,1166,2012-06-16
64,men's 1500m,Fouad EL KAAM,1988-05-27,MAR,215.70999,1165,2012-05-27
65,men's 1500m,Cornelius KANGOGO,1993-12-15,KEN,215.72,1165,2012-05-28
66,men's 1500m,Collis BIRMINGHAM,1984-12-27,AUS,215.74,1164,2012-02-18
67,men's 1500m,Juan Carlos HIGUERO,1978-08-03,ESP,215.82,1163,2012-05-27
68,men's 1500m,Imad TOUIL,1989-02-11,ALG,215.82,1163,2012-05-27
69,men's 1500m,Tarek BOUKENSA,1981-11-19,ALG,215.87,1163,2012-07-06
70,men's 1500m,Anter ZERGUELAINE,1985-01-04,ALG,215.87,1163,2012-07-06
71,men's 1500m,Andrew WHEATING,1987-11-21,USA,215.89,1162,2012-06-10
72,men's 1500m,Garrett HEATH,1985-11-03,USA,216.03,1160,2012-06-16
73,men's 1500m,Nick SYMMONDS,1983-12-30,USA,216.04001,1160,2012-05-18
74,men's 1500m,Ismael Kipngetich KOMBICH,1985-01-16,KEN,216.06,1160,2012-06-11
75,men's 1500m,Jamal HITRANE,1989-09-01,MAR,216.08,1160,2012-06-17
76,men's 1500m,Jeffrey RISELEY,1986-11-11,AUS,216.1,1159,2012-07-08
77,men's 1500m,Mateusz DEMCZYSZAK,1986-01-18,POL,216.15,1159,2012-06-07
78,men's 1500m,Hillary Cheruiyot NGETICH,1995-09-15,KEN,216.15,1159,2012-09-04
79,men's 1500m,Cornelius NDIWA,1988-12-17,KEN,216.29001,1157,2012-09-04
80,men's 1500m,Jack BOLAS,1987-11-01,USA,216.33,1156,2012-06-16
81,men's 1500m,Will LEER,1985-04-15,USA,216.33,1156,2012-06-16
82,men's 1500m,Craig MILLER,1987-08-03,USA,216.35,1156,2012-06-16
83,men's 1500m,Andrew J. ACOSTA,1988-04-13,USA,216.41,1155,2012-05-18
84,men's 1500m,Bernard Kiptanui KIPTUM,1986-10-08,KEN,216.45,1155,2012-06-15
85,men's 1500m,Gregory BEUGNET,1987-09-14,FRA,216.45999,1154,2012-05-27
86,men's 1500m,Teklit TEWELDEBRHAN,1993-10-01,ERI,216.5,1154,2012-06-07
87,men's 1500m,Manuel OLMEDO,1983-05-17,ESP,216.5,1154,2012-06-07
88,men's 1500m,Zane ROBERTSON,1989-11-14,NZL,216.53,1154,2012-04-29
89,men's 1500m,Peter VAN DER WESTHUIZEN,1984-12-21,RSA,216.56,1153,2012-05-05
90,men's 1500m,Amine LAALOU,1982-05-13,MAR,216.56,1153,2012-06-02
91,men's 1500m,Linus KIPLAGAT,1994-12-23,KEN,216.6,1153,2012-07-07
92,men's 1500m,Vincent LETTING,1993-06-16,KEN,216.61,1152,2012-06-15
93,men's 1500m,Mohamed AL GARNI,1992-07-02,QAT,216.63,1152,2012-06-09
94,men's 1500m,Marouane HABTI,1994-01-15,MAR,216.63,1152,2012-06-09
95,men's 1500m,Kamali MAJDUBI,1993-05-01,MAR,216.65,1152,2012-07-06
96,men's 1500m,Abiyote ABINET,1989-05-10,ETH,216.72,1151,2012-05-31
97,men's 1500m,Jordan WILLIAMSZ,1992-08-21,AUS,216.74,1151,2012-05-14
98,men's 1500m,Lawi LALANG,1991-06-15,KEN,216.77,1150,2012-04-29
99,men's 1500m,Sam MCENTEE,1992-02-03,AUS,216.81,1150,2012-05-14
100,men's 1500m,Necerddine HALLIL,1988-04-10,ALG,216.84,1149,2012-06-07
1,men's 1500m,Asbel KIPROP,1989-06-30,KEN,207.72,1277,2013-07-19
2,men's 1500m,Mo FARAH,1983-03-23,GBR,208.81,1262,2013-07-19
3,men's 1500m,Caleb Mwangangi NDIKU,1992-10-09,KEN,209.5,1252,2013-07-19
4,men's 1500m,Silas KIPLAGAT,1989-08-20,KEN,210.13,1243,2013-09-08
5,men's 1500m,Bethwell BIRGEN,1988-08-06,KEN,210.77,1234,2013-07-19
6,men's 1500m,Ilham Tanui ÖZBILEN,1990-03-05,TUR,211.3,1226,2013-07-19
7,men's 1500m,Collins CHEBOI,1987-09-25,KEN,211.53,1223,2013-07-19
8,men's 1500m,Ayanleh SOULEIMAN,1992-12-03,DJI,211.64,1221,2013-08-29
9,men's 1500m,Johan CRONJE,1982-04-13,RSA,211.93,1217,2013-09-08
10,men's 1500m,Zakaria MAZOUZI,1985-06-15,MAR,211.94,1217,2013-04-20
11,men's 1500m,Mohamed MOUSTAOUI,1985-04-02,MAR,212.08,1215,2013-09-08
12,men's 1500m,Mekonnen GEBREMEDHIN,1988-10-11,ETH,212.43,1210,2013-05-18
13,men's 1500m,Nick WILLIS,1983-04-25,NZL,212.57,1208,2013-09-08
14,men's 1500m,Aman WOTE,1984-04-18,ETH,212.65,1207,2013-07-06
15,men's 1500m,Bouabdellah TAHRI,1978-12-20,FRA,212.73,1206,2013-07-19
16,men's 1500m,Benson SEUREI,1984-03-27,BRN,213.04001,1202,2013-05-10
17,men's 1500m,Daniel Kipchirchir KOMEN,1984-11-27,KEN,213.05,1202,2013-05-10
18,men's 1500m,Mahiedine MEKHISSI,1985-03-15,FRA,213.12,1201,2013-07-02
19,men's 1500m,Leonel MANZANO,1984-09-12,USA,213.14,1200,2013-07-06
20,men's 1500m,Nixon Kiplimo CHEPSEBA,1990-12-12,KEN,213.15,1200,2013-08-29
21,men's 1500m,Lawi LALANG,1991-06-15,KEN,213.2,1200,2013-07-06
22,men's 1500m,Augustine Kiprono CHOGE,1987-01-21,KEN,213.20999,1199,2013-09-08
23,men's 1500m,David TORRENCE,1985-11-26,USA,213.23,1199,2013-09-08
